id,product_name,category,price_clp,rating,store_name,sku
3158,Huawei Tab 24,tablet,558000,4.3,SóloParaTi,HUATA03158
3159,Fossil Watch 74,smartwatch,68000,2.9,TiendaElectro,FOSSM03159
3160,Oster Pro 33,electrohogar,696000,4.3,MercadoLibre Chile,OSTEL03160
3161,LG 2024 65,electrohogar,427000,2.7,OutletCL,LGEL03161
3162,Moto Edge 40,celular,975000,3.6,TiendaElectro,MOTCE03162
3163,Insta360 Lumix 9,camara,1791000,3.6,Paris.cl,INSCA03163
3164,Legion 5,laptop,1396000,3.8,Ripley,LENLA03164
3165,Apple 11 8,tablet,142000,3.7,Paris.cl,APPTA03165
3166,Pixel 7,celular,819000,3.8,TiendaElectro,GOOCE03166
3167,IdeaPad 3,laptop,1925000,4.6,ABCDigital,LENLA03167
3168,SoundSport,audio,152000,4.2,ABCDigital,BOSAU03168
3169,Polaroid EOS 86,camara,1583000,4.3,Hites,POLCA03169
3170,UK4,tv,1240000,4.0,MercadoLibre Chile,TOSTV03170
3171,Whirlpool Plus 14,electrohogar,396000,2.7,Ripley,WHIEL03171
3172,ThinkPad X1,laptop,2132000,4.3,OutletCL,LENLA03172
3173,Samsung Smart 3,electrohogar,1125000,3.4,TiendaElectro,SAMEL03173
3174,Realme Tab 29,tablet,645000,4.5,Ripley,REATA03174
3175,Vivo V29,celular,851000,4.8,Ripley,VIVCE03175
3176,Gaming TV,tv,1441000,5.0,Hites,AOCTV03176
3177,Alcatel 11 29,tablet,794000,4.5,OutletCL,ALCTA03177
3178,Mabe Deluxe 90,electrohogar,164000,4.0,Hites,MABEL03178
3179,UHD 4K,tv,1500000,4.3,SóloParaTi,LGTV03179
3180,A78,celular,545000,4.2,Hites,OPPCE03180
3181,Surface Pro 9,laptop,1839000,3.0,SóloParaTi,MICLA03181
3182,Fitbit Lite 65,smartwatch,416000,2.6,OutletCL,FITSM03182
3183,Studio Buds,audio,211000,4.1,OutletCL,BEAAU03183
3184,Realme 10,celular,1098000,4.6,Hites,REACE03184
3185,LG Pro 47,electrohogar,212000,2.7,PC Factory,LGEL03185
3186,Kodak Lumix 53,camara,134000,3.7,La Polar,KODCA03186
3187,NanoCell 75,tv,1083000,2.9,Ripley,LGTV03187
3188,Studio Buds,audio,177000,4.2,SóloParaTi,BEAAU03188
3189,Fujifilm Lumix 5,camara,1789000,4.5,SóloParaTi,FUJCA03189
3190,Ambient Light,tv,1449000,3.4,TiendaElectro,PHITV03190
3191,Mabe Pro 73,electrohogar,508000,3.0,Falabella,MABEL03191
3192,Fujifilm Alpha 13,camara,586000,5.0,Falabella,FUJCA03192
3193,Huawei Pad 27,tablet,580000,3.0,PC Factory,HUATA03193
3194,Huawei Pro 9,smartwatch,202000,3.5,Paris,HUASM03194
3195,Pixel 8,celular,173000,4.5,PC Factory,GOOCE03195
3196,Pixel 8 Pro,celular,239000,4.5,OutletCL,GOOCE03196
3197,Canon Lumix 76,camara,126000,4.1,Ripley,CANCA03197
3198,Victus Gaming,laptop,2221000,3.5,Paris,HPLA03198
3199,LG Smart 71,electrohogar,1053000,3.1,Ripley,LGEL03199
3200,Philips Smart 28,electrohogar,925000,3.0,Hites,PHIEL03200
3201,MacBook Air M1,laptop,1112000,4.8,MercadoLibre Chile,APPLA03201
3202,Predator Helios,laptop,1451000,4.2,PC Factory,ACELA03202
3203,Samsung Active 30,smartwatch,307000,4.0,Hites,SAMSM03203
3204,Surface Pro 9,laptop,1280000,3.4,OutletCL,MICLA03204
3205,Mabe 2024 4,electrohogar,333000,3.2,SóloParaTi,MABEL03205
3206,GoPro HERO 12,camara,840000,4.4,Paris.cl,GOPCA03206
3207,UHD 4K,tv,752000,2.8,Ripley,AOCTV03207
3208,Oster 2024 90,electrohogar,525000,4.6,Falabella,OSTEL03208
3209,OLED S95,tv,1724000,4.7,ABCDigital,SAMTV03209
3210,Fujifilm HERO 4,camara,687000,2.9,PC Factory,FUJCA03210
3211,Huawei Pro 9,smartwatch,325000,3.9,Falabella,HUASM03211
3212,VivoBook 15,laptop,252000,4.4,Paris.cl,ASULA03212
3213,Galaxy M54,celular,134000,3.0,Paris.cl,SAMCE03213
3214,KitchenAid 2024 51,electrohogar,75000,4.3,Paris,KITEL03214
3215,XPS 13,laptop,1082000,4.5,ABCDigital,DELLA03215
3216,Samsung 2024 72,smartwatch,238000,4.1,PC Factory,SAMSM03216
3217,VivoBook 15,laptop,735000,4.8,MercadoLibre Chile,ASULA03217
3218,OnePlus CE 3 Lite,celular,973000,2.7,TiendaElectro,ONECE03218
3219,Amazon Pad 14,tablet,623000,4.0,OutletCL,AMATA03219
3220,Suunto 2024 88,smartwatch,337000,2.8,Hites,SUUSM03220
3221,Panasonic HERO 13,camara,271000,4.9,Paris.cl,PANCA03221
3222,Hesh Evo,audio,299000,4.1,Falabella,SKUAU03222
3223,OnePlus 11,celular,223000,2.5,Paris.cl,ONECE03223
3224,Apple 10 48,tablet,134000,4.5,ABCDigital,APPTA03224
3225,Huawei Active 97,smartwatch,375000,3.9,ABCDigital,HUASM03225
3226,Mi 13 Lite,celular,1180000,3.0,PC Factory,XIACE03226
3227,Realme 10 29,tablet,799000,4.4,Ripley,REATA03227
3228,Realme 10 59,tablet,161000,2.7,Falabella,REATA03228
3229,MacBook Pro 14,laptop,624000,4.7,Falabella,APPLA03229
3230,ATH-S220,audio,254000,4.7,Paris,AUDAU03230
3231,Flip 6,audio,20000,3.6,Hites,JBLAU03231
3232,The Frame,tv,856000,3.8,MercadoLibre Chile,SAMTV03232
3233,Polaroid Lumix 59,camara,892000,3.6,SóloParaTi,POLCA03233
3234,QuietComfort Earbuds,audio,292000,4.8,Hites,BOSAU03234
3235,Galaxy Book2 Pro,laptop,225000,4.4,Paris.cl,SAMLA03235
3236,Samsung Tab 21,tablet,595000,4.8,Paris.cl,SAMTA03236
3237,OLED S95,tv,736000,4.2,Ripley,SAMTV03237
3238,Major IV,audio,238000,2.9,PC Factory,MARAU03238
3239,Olympus Alpha 16,camara,459000,3.8,OutletCL,OLYCA03239
3240,Smart TV,tv,541000,4.3,Falabella,SHATV03240
3241,Fitbit Pro 9,smartwatch,187000,4.5,SóloParaTi,FITSM03241
3242,Xiaomi Lite 12,smartwatch,319000,3.7,PC Factory,XIASM03242
3243,Flip 6,audio,149000,3.5,MercadoLibre Chile,JBLAU03243
3244,Vivo T2,celular,851000,2.8,La Polar,VIVCE03244
3245,MateBook X Pro,laptop,1547000,4.0,TiendaElectro,HUALA03245
3246,WH-CH720N,audio,39000,4.3,MercadoLibre Chile,SONAU03246
3247,Vivo Y27,celular,523000,2.9,ABCDigital,VIVCE03247
3248,Insta360 Lumix 69,camara,1013000,3.3,MercadoLibre Chile,INSCA03248
3249,Smart TV,tv,708000,3.3,ABCDigital,SHATV03249
3250,Alcatel 10 41,tablet,715000,2.9,SóloParaTi,ALCTA03250
3251,Bravia A95,tv,743000,2.8,Ripley,SONTV03251
3252,Amazon Tab 97,tablet,342000,3.0,Ripley,AMATA03252
3253,Indy Evo,audio,331000,4.9,La Polar,SKUAU03253
3254,Realme Pad 84,tablet,800000,3.2,Hites,REATA03254
3255,Garmin 2024 21,smartwatch,267000,4.4,MercadoLibre Chile,GARSM03255
3256,Panasonic HERO 14,camara,1874000,3.2,Hites,PANCA03256
3257,MacBook Air M1,laptop,2329000,2.5,Paris.cl,APPLA03257
3258,Charge 5,audio,18000,2.7,SóloParaTi,JBLAU03258
3259,Aura Studio 3,audio,68000,4.4,Ripley,HARAU03259
3260,Alcatel Lite 54,tablet,619000,3.3,OutletCL,ALCTA03260
3261,Insta360 Lumix 61,camara,1004000,4.4,Falabella,INSCA03261
3262,HD 450BT,audio,57000,5.0,Paris.cl,SENAU03262
3263,Insta360 Alpha 49,camara,458000,4.3,Ripley,INSCA03263
3264,iPhone 15 Pro,celular,1179000,4.9,La Polar,APPCE03264
3265,Z870,tv,1329000,5.0,TiendaElectro,TOSTV03265
3266,Fitbit Lite 32,smartwatch,85000,2.7,PC Factory,FITSM03266
3267,Xiaomi Lite 14,tablet,730000,2.7,ABCDigital,XIATA03267
3268,Realme C55,celular,1033000,4.0,OutletCL,REACE03268
3269,Nikon Lumix 7,camara,1655000,3.3,SóloParaTi,NIKCA03269
3270,Panasonic Alpha 21,camara,137000,5.0,Paris.cl,PANCA03270
3271,Oster Smart 52,electrohogar,883000,2.6,La Polar,OSTEL03271
3272,A6H,tv,827000,3.9,Paris,HISTV03272
3273,MateBook 14,laptop,1429000,3.7,TiendaElectro,HUALA03273
3274,Amazfit Lite 9,smartwatch,171000,2.9,PC Factory,AMASM03274
3275,Xiaomi Watch 16,smartwatch,66000,3.0,SóloParaTi,XIASM03275
3276,HD 250BT,audio,50000,3.5,Hites,SENAU03276
3277,Panasonic EOS 57,camara,588000,3.7,ABCDigital,PANCA03277
3278,GoPro EOS 21,camara,627000,3.5,OutletCL,GOPCA03278
3279,Galaxy Book2 Pro,laptop,431000,4.1,Hites,SAMLA03279
3280,Z870,tv,606000,3.3,MercadoLibre Chile,TOSTV03280
3281,Huawei Active 35,smartwatch,298000,4.2,Hites,HUASM03281
3282,Ninja Plus 19,electrohogar,344000,3.3,ABCDigital,NINEL03282
3283,Latitude,laptop,1860000,4.3,Paris,DELLA03283
3284,Tecno Spark 10,celular,648000,4.8,Paris,TECCE03284
3285,LG Plus 49,electrohogar,1142000,4.4,PC Factory,LGEL03285
3286,Redmi Note 13,celular,935000,3.6,Paris.cl,XIACE03286
3287,Live Pro 2,audio,241000,4.1,ABCDigital,JBLAU03287
3288,Whirlpool 2024 31,electrohogar,957000,3.4,Ripley,WHIEL03288
3289,Polaroid Lumix 2,camara,613000,3.9,OutletCL,POLCA03289
3290,Black+Decker Plus 1,electrohogar,697000,4.8,MercadoLibre Chile,BLAEL03290
3291,Suunto Active 62,smartwatch,335000,4.5,Ripley,SUUSM03291
3292,Charge 5,audio,393000,2.8,ABCDigital,JBLAU03292
3293,KitchenAid Deluxe 25,electrohogar,172000,4.9,Paris,KITEL03293
3294,Smart TV,tv,426000,3.4,TiendaElectro,SHATV03294
3295,Polaroid Coolpix 24,camara,1922000,3.3,TiendaElectro,POLCA03295
3296,SRS-XB13,audio,116000,4.5,Falabella,SONAU03296
3297,Surface Laptop 5,laptop,2225000,2.8,Falabella,MICLA03297
3298,Samsung 11 64,tablet,397000,2.9,Paris.cl,SAMTA03298
3299,TCL 11 57,tablet,641000,2.6,ABCDigital,TCLTA03299
3300,Olympus Alpha 1,camara,1452000,2.5,Falabella,OLYCA03300
3301,MacBook Pro 16,laptop,2117000,2.8,TiendaElectro,APPLA03301
3302,PUS8506,tv,1434000,3.2,SóloParaTi,PHITV03302
3303,C835,tv,1211000,3.5,Hites,TCLTV03303
3304,ZenBook 14,laptop,611000,4.6,TiendaElectro,ASULA03304
3305,Tecno Spark 10,celular,566000,4.4,Paris.cl,TECCE03305
3306,HD 450BT,audio,318000,2.9,Paris,SENAU03306
3307,KitchenAid Deluxe 35,electrohogar,134000,3.0,La Polar,KITEL03307
3308,A78,celular,549000,4.8,Falabella,OPPCE03308
3309,Ninja Smart 87,electrohogar,758000,3.0,Falabella,NINEL03309
3310,Insta360 Coolpix 19,camara,1586000,4.8,Ripley,INSCA03310
3311,Huawei 10 52,tablet,428000,3.0,PC Factory,HUATA03311
3312,Fujifilm Lumix 7,camara,1018000,3.7,ABCDigital,FUJCA03312
3313,Pixel 6a,celular,1177000,3.5,Paris,GOOCE03313
3314,Prestige 14,laptop,1038000,4.1,SóloParaTi,MSILA03314
3315,Sony HERO 59,camara,910000,3.9,OutletCL,SONCA03315
3316,QLED Q80,tv,833000,4.3,OutletCL,SAMTV03316
3317,Canon Lumix 47,camara,1676000,2.5,Ripley,CANCA03317
3318,Vivo V29,celular,686000,3.0,ABCDigital,VIVCE03318
3319,Galaxy F54,celular,716000,4.5,ABCDigital,SAMCE03319
3320,QuietComfort Earbuds,audio,400000,4.9,Hites,BOSAU03320
3321,Hamilton Beach Deluxe 82,electrohogar,215000,3.9,Hites,HAMEL03321
3322,Charge 5,audio,57000,4.8,Paris.cl,JBLAU03322
3323,Pixel 7a,celular,1055000,3.2,PC Factory,GOOCE03323
3324,Suunto Active 99,smartwatch,255000,3.2,PC Factory,SUUSM03324
3325,Samsung 11 78,tablet,737000,4.5,La Polar,SAMTA03325
3326,Smart TV,tv,1060000,3.2,TiendaElectro,AOCTV03326
3327,LG 2024 75,electrohogar,92000,4.6,PC Factory,LGEL03327
3328,SoundSport,audio,254000,4.2,TiendaElectro,BOSAU03328
3329,Black+Decker Pro 62,electrohogar,1013000,3.1,SóloParaTi,BLAEL03329
3330,Z870,tv,467000,4.9,OutletCL,TOSTV03330
3331,Garmin Watch 86,smartwatch,97000,4.7,PC Factory,GARSM03331
3332,Amazfit Pro 63,smartwatch,268000,4.8,La Polar,AMASM03332
3333,Realme GT 3,celular,1144000,4.5,TiendaElectro,REACE03333
3334,Tecno Spark 10,celular,1096000,3.9,MercadoLibre Chile,TECCE03334
3335,iPhone 13,celular,634000,4.7,ABCDigital,APPCE03335
3336,ATH-S220,audio,375000,3.6,ABCDigital,AUDAU03336
3337,Philips Plus 60,electrohogar,994000,3.4,MercadoLibre Chile,PHIEL03337
3338,Alcatel Tab 31,tablet,411000,3.8,SóloParaTi,ALCTA03338
3339,Garmin Lite 98,smartwatch,436000,3.2,Paris.cl,GARSM03339
3340,Hamilton Beach Deluxe 86,electrohogar,1157000,3.4,PC Factory,HAMEL03340
3341,Xiaomi Tab 39,tablet,417000,2.9,Paris,XIATA03341
3342,Bravia X80,tv,1176000,3.0,Hites,SONTV03342
3343,Summit E16,laptop,2408000,3.7,Paris.cl,MSILA03343
3344,Apple Watch 6,smartwatch,260000,3.5,Hites,APPSM03344
3345,Studio Pro,audio,223000,3.0,MercadoLibre Chile,BEAAU03345
3346,Soundcore Motion,audio,131000,3.2,Paris,ANKAU03346
3347,Samsung 2024 80,electrohogar,95000,4.9,OutletCL,SAMEL03347
3348,Panasonic Lumix 83,camara,1751000,4.2,ABCDigital,PANCA03348
3349,OLED LZ1000,tv,1008000,2.7,PC Factory,PANTV03349
3350,Samsung Plus 75,electrohogar,250000,3.1,Ripley,SAMEL03350
3351,Amazfit Watch 67,smartwatch,226000,3.6,Hites,AMASM03351
3352,Realme Pad 75,tablet,270000,3.9,Hites,REATA03352
3353,Alcatel Tab 25,tablet,693000,4.6,TiendaElectro,ALCTA03353
3354,Mabe Smart 74,electrohogar,827000,3.4,La Polar,MABEL03354
3355,UK4,tv,632000,3.4,Paris.cl,TOSTV03355
3356,Black+Decker Plus 55,electrohogar,499000,4.1,Paris,BLAEL03356
3357,Fujifilm Alpha 78,camara,1656000,2.7,TiendaElectro,FUJCA03357
3358,Smart TV,tv,645000,3.7,Hites,PANTV03358
3359,Soundcore Life,audio,336000,2.7,La Polar,ANKAU03359
3360,HD 250BT,audio,365000,3.4,TiendaElectro,SENAU03360
3361,Onyx Studio 7,audio,185000,2.9,Hites,HARAU03361
3362,Fujifilm Lumix 87,camara,1714000,4.6,Paris.cl,FUJCA03362
3363,Pixel 7a,celular,291000,2.7,Hites,GOOCE03363
3364,Vivo Y36,celular,1005000,3.0,Falabella,VIVCE03364
3365,Pixel 7a,celular,482000,3.5,PC Factory,GOOCE03365
3366,Samsung Active 45,smartwatch,120000,3.9,Paris.cl,SAMSM03366
3367,iPhone SE,celular,505000,3.0,SóloParaTi,APPCE03367
3368,Nikon EOS 76,camara,1048000,3.2,MercadoLibre Chile,NIKCA03368
3369,Xiaomi Tab 85,tablet,726000,3.1,TiendaElectro,XIATA03369
3370,Samsung Pro 15,smartwatch,117000,4.8,SóloParaTi,SAMSM03370
3371,Samsung Deluxe 17,electrohogar,938000,4.5,Hites,SAMEL03371
3372,Samsung 11 50,tablet,678000,4.7,TiendaElectro,SAMTA03372
3373,Redmi 12,celular,872000,3.7,Falabella,XIACE03373
3374,Galaxy Z Fold5,celular,593000,3.6,TiendaElectro,SAMCE03374
3375,WF-1000XM5,audio,342000,3.6,Falabella,SONAU03375
3376,Samsung 10 67,tablet,575000,4.6,MercadoLibre Chile,SAMTA03376
3377,TCL Lite 28,tablet,554000,4.2,PC Factory,TCLTA03377
3378,Xiaomi Lite 90,tablet,152000,3.4,PC Factory,XIATA03378
3379,Amazfit Pro 48,smartwatch,449000,4.7,OutletCL,AMASM03379
3380,Philips 2024 37,electrohogar,1165000,4.2,OutletCL,PHIEL03380
3381,Fossil Active 8,smartwatch,132000,3.8,Falabella,FOSSM03381
3382,Poco X6,celular,1150000,4.9,MercadoLibre Chile,XIACE03382
3383,Amazfit Pro 50,smartwatch,409000,3.8,La Polar,AMASM03383
3384,Crusher Evo,audio,285000,4.5,MercadoLibre Chile,SKUAU03384
3385,Fujifilm Coolpix 46,camara,218000,4.4,La Polar,FUJCA03385
3386,Fujifilm Coolpix 33,camara,1691000,4.5,TiendaElectro,FUJCA03386
3387,OLED LZ1000,tv,193000,3.3,MercadoLibre Chile,PANTV03387
3388,WF-1000XM5,audio,226000,4.8,Paris.cl,SONAU03388
3389,MateBook 14,laptop,597000,4.3,PC Factory,HUALA03389
3390,Fitbit Watch 84,smartwatch,450000,3.0,OutletCL,FITSM03390
3391,Predator Helios,laptop,1596000,4.1,ABCDigital,ACELA03391
3392,VivoBook 15,laptop,2118000,2.7,Hites,ASULA03392
3393,LG Plus 49,electrohogar,562000,4.7,Paris.cl,LGEL03393
3394,Vivo T2,celular,223000,5.0,Ripley,VIVCE03394
3395,Tecno Pova 5,celular,303000,3.9,Paris.cl,TECCE03395
3396,NanoCell 75,tv,1375000,3.5,Hites,LGTV03396
3397,Apple Lite 76,smartwatch,240000,4.2,MercadoLibre Chile,APPSM03397
3398,Polaroid HERO 16,camara,1609000,3.1,La Polar,POLCA03398
3399,Amazfit Watch 1,smartwatch,209000,4.7,Ripley,AMASM03399
3400,Lenovo Tab 50,tablet,669000,3.3,Paris,LENTA03400
3401,Pixel 6a,celular,618000,4.8,Hites,GOOCE03401
3402,OLED S95,tv,193000,4.1,ABCDigital,SAMTV03402
3403,Samsung Deluxe 59,electrohogar,587000,3.6,La Polar,SAMEL03403
3404,Vivo T2,celular,407000,4.9,OutletCL,VIVCE03404
3405,A78,celular,606000,3.2,MercadoLibre Chile,OPPCE03405
3406,Samsung Pad 44,tablet,366000,3.7,PC Factory,SAMTA03406
3407,Hamilton Beach 2024 32,electrohogar,206000,3.9,Falabella,HAMEL03407
3408,Samsung Deluxe 19,electrohogar,196000,3.1,Paris.cl,SAMEL03408
3409,Ninja Deluxe 31,electrohogar,383000,2.8,TiendaElectro,NINEL03409
3410,Fujifilm Alpha 10,camara,1990000,3.9,ABCDigital,FUJCA03410
3411,Samsung Lite 63,smartwatch,109000,2.6,La Polar,SAMSM03411
3412,Polaroid Lumix 26,camara,784000,3.2,Falabella,POLCA03412
3413,Nikon Lumix 70,camara,1968000,3.8,TiendaElectro,NIKCA03413
3414,Vostro,laptop,226000,4.6,Paris,DELLA03414
3415,Surface Pro 9,laptop,683000,4.3,Paris.cl,MICLA03415
3416,Xiaomi 2024 6,smartwatch,260000,4.2,Paris,XIASM03416
3417,Hamilton Beach Deluxe 5,electrohogar,840000,2.9,Paris,HAMEL03417
3418,Z870,tv,1809000,2.8,Ripley,TOSTV03418
3419,Soundcore Space,audio,281000,4.3,TiendaElectro,ANKAU03419
3420,MOMENTUM 4,audio,89000,2.9,Paris.cl,SENAU03420
3421,WH-CH720N,audio,108000,4.7,OutletCL,SONAU03421
3422,Xiaomi Pro 20,smartwatch,153000,3.2,MercadoLibre Chile,XIASM03422
3423,Fujifilm Lumix 22,camara,803000,3.0,ABCDigital,FUJCA03423
3424,Reno 11,celular,187000,2.6,Falabella,OPPCE03424
3425,Smart TV,tv,1816000,3.5,PC Factory,SHATV03425
3426,Samsung Pad 19,tablet,356000,3.2,PC Factory,SAMTA03426
3427,Samsung Active 95,smartwatch,309000,4.5,Falabella,SAMSM03427
3428,U8H,tv,1731000,3.2,ABCDigital,HISTV03428
3429,Emberton II,audio,282000,3.0,Paris.cl,MARAU03429
3430,Fly TWS,audio,196000,4.8,Paris,HARAU03430
3431,Moto G14,celular,526000,4.2,SóloParaTi,MOTCE03431
3432,Alcatel Tab 80,tablet,631000,3.5,Hites,ALCTA03432
3433,Amazfit Pro 82,smartwatch,356000,4.8,Ripley,AMASM03433
3434,UHD 4K,tv,1690000,2.6,OutletCL,LGTV03434
3435,Black+Decker Plus 62,electrohogar,166000,2.6,Hites,BLAEL03435
3436,Pavilion 15,laptop,1791000,2.5,SóloParaTi,HPLA03436
3437,Hamilton Beach Deluxe 51,electrohogar,633000,3.9,MercadoLibre Chile,HAMEL03437
3438,Mabe Deluxe 39,electrohogar,1001000,3.6,Hites,MABEL03438
3439,Galaxy Book3,laptop,1202000,2.8,Falabella,SAMLA03439
3440,Polar 2024 81,smartwatch,154000,4.7,Paris.cl,POLSM03440
3441,WH-1000XM5,audio,88000,3.9,OutletCL,SONAU03441
3442,Sony Lumix 99,camara,908000,3.0,Falabella,SONCA03442
3443,Black+Decker Deluxe 4,electrohogar,1050000,4.3,PC Factory,BLAEL03443
3444,Pixel 6a,celular,144000,3.6,Paris.cl,GOOCE03444
3445,Kodak EOS 30,camara,386000,4.0,Falabella,KODCA03445
3446,Panasonic Alpha 89,camara,275000,4.1,MercadoLibre Chile,PANCA03446
3447,Kodak Alpha 87,camara,358000,4.1,Falabella,KODCA03447
3448,The One,tv,512000,3.8,Falabella,PHITV03448
3449,Apple Lite 90,smartwatch,382000,3.6,PC Factory,APPSM03449
3450,ATH-M50x,audio,242000,3.8,ABCDigital,AUDAU03450
3451,Xiaomi Active 38,smartwatch,175000,2.6,La Polar,XIASM03451
3452,Canon Lumix 84,camara,451000,3.7,Ripley,CANCA03452
3453,Ninja Plus 80,electrohogar,319000,2.7,Ripley,NINEL03453
3454,UK4,tv,1185000,3.7,Hites,TOSTV03454
3455,Vivo Y27,celular,709000,4.5,PC Factory,VIVCE03455
3456,Huawei Lite 14,smartwatch,240000,2.6,TiendaElectro,HUASM03456
3457,iPhone 15 Pro,celular,810000,3.6,Falabella,APPCE03457
3458,Microsoft 11 66,tablet,262000,2.8,Ripley,MICTA03458
3459,Garmin Active 46,smartwatch,325000,3.4,Paris,GARSM03459
3460,Amazon 10 95,tablet,517000,3.2,Hites,AMATA03460
3461,Pavilion 15,laptop,2023000,4.5,Paris,HPLA03461
3462,C350,tv,1438000,3.8,Falabella,TOSTV03462
3463,iPhone SE,celular,464000,2.9,Paris.cl,APPCE03463
3464,Huawei 10 84,tablet,407000,3.8,PC Factory,HUATA03464
3465,Bravia X90,tv,1913000,3.6,Hites,SONTV03465
3466,OnePlus 11,celular,479000,4.1,ABCDigital,ONECE03466
3467,Amazfit Pro 89,smartwatch,219000,3.3,Paris.cl,AMASM03467
3468,HD 450BT,audio,326000,4.0,Paris.cl,SENAU03468
3469,Tecno Camon 20,celular,169000,4.5,Falabella,TECCE03469
3470,Ambient Light,tv,944000,4.1,Hites,PHITV03470
3471,Soundcore Life,audio,244000,2.6,Paris,ANKAU03471
3472,Nikon Lumix 10,camara,877000,4.7,Ripley,NIKCA03472
3473,Olympus EOS 42,camara,1934000,2.7,OutletCL,OLYCA03473
3474,Fujifilm HERO 22,camara,1870000,3.4,Paris.cl,FUJCA03474
3475,Samsung Watch 54,smartwatch,251000,4.0,Ripley,SAMSM03475
3476,Stockwell II,audio,161000,3.1,SóloParaTi,MARAU03476
3477,Z870,tv,473000,3.0,OutletCL,TOSTV03477
3478,Yoga 7i,laptop,578000,2.6,TiendaElectro,LENLA03478
3479,Aura Studio 3,audio,212000,4.2,Hites,HARAU03479
3480,Suunto 2024 94,smartwatch,65000,3.5,TiendaElectro,SUUSM03480
3481,Ninja Deluxe 78,electrohogar,1046000,3.9,Falabella,NINEL03481
3482,Nikon Alpha 48,camara,845000,4.8,MercadoLibre Chile,NIKCA03482
3483,Redmi Note 12 Pro,celular,273000,4.2,Paris,XIACE03483
3484,Olympus Lumix 55,camara,713000,3.5,MercadoLibre Chile,OLYCA03484
3485,LG Plus 74,electrohogar,183000,3.6,MercadoLibre Chile,LGEL03485
3486,MacBook Air M1,laptop,460000,3.5,Ripley,APPLA03486
3487,Vivo Y36,celular,700000,3.6,SóloParaTi,VIVCE03487
3488,Pixel 7a,celular,918000,2.8,Falabella,GOOCE03488
3489,Find X6,celular,986000,3.1,Falabella,OPPCE03489
3490,Reno 10,celular,839000,4.1,MercadoLibre Chile,OPPCE03490
3491,Tecno Camon 20,celular,934000,2.8,La Polar,TECCE03491
3492,Samsung 2024 65,smartwatch,429000,3.2,Paris.cl,SAMSM03492
3493,Galaxy Book3,laptop,376000,3.4,SóloParaTi,SAMLA03493
3494,Katana 15,laptop,1989000,4.9,TiendaElectro,MSILA03494
3495,Xiaomi Lite 74,smartwatch,444000,3.7,Paris.cl,XIASM03495
3496,Pavilion 15,laptop,1973000,3.7,Paris,HPLA03496
3497,Galaxy S23,celular,274000,4.5,Paris,SAMCE03497
3498,TCL 11 82,tablet,468000,4.4,La Polar,TCLTA03498
3499,Whirlpool Plus 12,electrohogar,1031000,4.1,OutletCL,WHIEL03499
3500,Samsung Pro 18,electrohogar,964000,2.8,SóloParaTi,SAMEL03500
3501,Fitbit Pro 23,smartwatch,177000,4.7,Ripley,FITSM03501
3502,ATH-S220,audio,56000,3.9,Ripley,AUDAU03502
3503,Sony Lumix 49,camara,219000,4.1,MercadoLibre Chile,SONCA03503
3504,EliteBook,laptop,2447000,3.6,Hites,HPLA03504
3505,Smart TV,tv,1061000,4.8,SóloParaTi,PANTV03505
3506,Galaxy A34,celular,354000,3.4,ABCDigital,SAMCE03506
3507,Galaxy M54,celular,825000,4.4,La Polar,SAMCE03507
3508,Hamilton Beach Pro 62,electrohogar,43000,4.7,PC Factory,HAMEL03508
3509,Envy x360,laptop,679000,2.8,MercadoLibre Chile,HPLA03509
3510,Flip 6,audio,394000,3.0,OutletCL,JBLAU03510
3511,Swift 3,laptop,2304000,4.0,Ripley,ACELA03511
3512,Amazfit 2024 38,smartwatch,263000,3.3,La Polar,AMASM03512
3513,Crusher Evo,audio,237000,3.1,PC Factory,SKUAU03513
3514,Tune 760NC,audio,157000,3.4,ABCDigital,JBLAU03514
3515,Microsoft 11 71,tablet,309000,3.6,PC Factory,MICTA03515
3516,Mabe Deluxe 96,electrohogar,178000,3.9,TiendaElectro,MABEL03516
3517,WF-1000XM5,audio,213000,4.4,Falabella,SONAU03517
3518,Fossil Active 43,smartwatch,373000,2.8,PC Factory,FOSSM03518
3519,Gaming TV,tv,1134000,3.5,PC Factory,AOCTV03519
3520,SoundLink Flex,audio,106000,4.6,SóloParaTi,BOSAU03520
3521,Nikon HERO 80,camara,324000,3.7,OutletCL,NIKCA03521
3522,Insta360 Coolpix 3,camara,1890000,3.1,Falabella,INSCA03522
3523,Fit Pro,audio,109000,4.3,Paris,BEAAU03523
3524,Redmi 12,celular,944000,3.9,MercadoLibre Chile,XIACE03524
3525,Philips Plus 78,electrohogar,895000,3.5,Ripley,PHIEL03525
3526,Nikon HERO 26,camara,572000,4.6,La Polar,NIKCA03526
3527,Kodak EOS 1,camara,1078000,4.4,Falabella,KODCA03527
3528,Mi 13 Lite,celular,1143000,2.9,Hites,XIACE03528
3529,WF-1000XM5,audio,101000,4.9,Hites,SONAU03529
3530,Moto G14,celular,862000,3.2,ABCDigital,MOTCE03530
3531,Swift 3,laptop,1962000,4.2,OutletCL,ACELA03531
3532,Aura Studio 3,audio,182000,2.6,Paris.cl,HARAU03532
3533,Huawei Watch 30,smartwatch,318000,2.8,Paris,HUASM03533
3534,Nitro 5,laptop,974000,4.3,Falabella,ACELA03534
